GLACCOUNT;FUNCTIONALAREA;TRANSACTIONTYPE;TRADINGPARTNER;CONTIGENCY1;CONTIGENCY2;CONTIGENCY3;CONTIGENCY4;CONTIGENCY5;CONTIGENCY6;CONTIGENCY7;REKNR;REKOMS;DI1NR;DI2NR;REFNR;ORGNR_COR;TRANR;CATNR;JNLOMS;XLSBLD
52300350;DT999;;;;;Cost of goods for resale;Gross Margin;COGS;COGS;COGS;IS511000;Cost of goods sold trade sales;DT999;;;;S_MA;U;;IS
52300350;;;;;;Cost of goods for resale;Gross Margin;COGS;COGS;COGS;IS511000;Cost of goods sold trade sales;DT999;;;;S_MA;U;;IS
52300351;DT999;;;;;Cost of goods for resale;Gross Margin;COGS;COGS;COGS;IS511000;Cost of goods sold trade sales;DT999;;;;S_MA;U;;IS
52300351;;;;;;Cost of goods for resale;Gross Margin;COGS;COGS;COGS;IS511000;Cost of goods sold trade sales;DT999;;;;S_MA;U;;IS
52300360;;;;;;Cost of goods for resale;Gross Margin;COGS;COGS;COGS;IS511000;Cost of goods sold trade sales;DT999;;;;S_MA;U;;IS
52300360;DT999;;;;;Cost of goods for resale;Gross Margin;COGS;COGS;COGS;IS511000;Cost of goods sold trade sales;DT999;;;;S_MA;U;;IS
52800501;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800501;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800501;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800502;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800502;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800502;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800503;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800503;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800503;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800504;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800504;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800504;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800505;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800505;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800505;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800506;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800506;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800506;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800507;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800507;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800507;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800508;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800508;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800508;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800509;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800509;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800509;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800510;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800511;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800512;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800513;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800514;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800515;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800516;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800517;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800518;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800519;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800520;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800521;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800521;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800521;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800522;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800522;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800522;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800523;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800523;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800523;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800524;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800524;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800524;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800525;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800525;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800525;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800526;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800526;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800526;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800527;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800527;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800527;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800528;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800528;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800528;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800529;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800529;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800529;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800530;;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800530;DT999;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800530;DT102;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800531;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800531;;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800531;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800532;;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800532;DT999;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800532;DT102;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800533;;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800533;DT999;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800533;DT102;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800534;;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800534;DT999;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800534;DT102;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800535;;;;;;Cost of goods for resale;Gross Margin;COGS;COGS;COGS;IS511000;Cost of goods sold trade sales;DT999;;;;S_MA;U;;IS
52800535;DT999;;;;;Cost of goods for resale;Gross Margin;COGS;COGS;COGS;IS511000;Cost of goods sold trade sales;DT999;;;;S_MA;U;;IS
52800535;DT102;;;;;Cost of goods for resale;Gross Margin;COGS;COGS;COGS;IS511000;Cost of goods sold trade sales;DT999;;;;S_MA;U;;IS
52800536;;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800536;DT999;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800536;DT102;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800537;;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800537;DT999;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800537;DT102;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800538;;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800538;DT999;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800538;DT102;;;;;Other (costs) / income - variable (detail);Gross Margin;COGS;COGS;COGS;IS512000;Cost of goods sold own production sales (standard costing);DT999;;;;S_MA;U;;IS
52800540;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800541;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800542;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800543;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800544;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800545;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800546;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800547;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800548;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800549;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800550;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800551;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800552;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800553;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800554;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800555;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800556;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800557;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800558;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800559;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Write-offs / scrappage;Write-offs / scrappage;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800560;DT102;;;;;Inventory costs - variable;Gross Margin;Other CoS;Production cost absorption difference;Revaluation / MR22 corrections;IS683000;Revaluation inventories;FA1100;;;;S_MA;U;;IS
52800561;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800561;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800561;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800562;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800562;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800562;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800563;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800563;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800563;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800564;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800564;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800564;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800565;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800565;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800565;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800566;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800566;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800566;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800567;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800567;;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800567;DT102;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
52800568;DT999;;;;;Inventory write-offs;Gross Margin;Other CoS;Undistributed ML differences;Undistributed price differences before Material Ledger;IS682000;Inventory differences, breakage, destroyed (book to physical);FA1100;;;;S_MA;U;;IS
